months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_age_days,incident_month,incident_dayofweek,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,no_witness_high_severity,no_police_but_injury,collision_type_missing,property_damage_missing,police_report_available_missing
320,48,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,0,636,1,5,32.45323578870725,0.08333333333333333,0.16666666666666666,0.75,0,1,0,0,0
297,47,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,0,1874,1,4,27.464200661862492,0.125,0.125,0.75,0,0,0,1,0
421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,,2,3,,92730,16860,8430,67440,Mercedes,E400,2004,1,9097,1,0,47.90143864452308,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,1
136,33,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,0,4650,1,6,35.90055429520312,0.1,0.2,0.7,0,0,0,0,0
46,24,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,,56600,11320,5660,39620,Toyota,Camry,1999,0,5825,2,0,36.086122144510256,0.2,0.1,0.7,1,0,0,0,1
34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,,Trivial Damage,,VA,Hillsdale,20,1,YES,0,1,,3960,660,660,2640,Audi,A3,1998,0,1324,2,6,2.553965418276331,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,1,0,1
95,30,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,,34800,3480,6960,24360,Accura,MDX,1999,0,7265,2,5,25.384413386630875,0.1,0.2,0.7,0,0,0,0,1
140,36,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,0,8682,2,6,58.30198226739709,0.1,0.1,0.8,0,0,0,1,0
200,34,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,0,4782,1,3,67.59856111634195,0.1,0.1,0.8,0,1,0,1,0
123,29,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,1,892,1,2,60.56397410778502,0.2222222222222222,0.0,0.7777777777777778,0,0,0,0,0
267,46,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,Parked Car,,Trivial Damage,,WV,Arlington,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,0,3830,2,1,4.454763897513431,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,1,0,0
290,42,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,0,365,1,1,48.486317767205065,0.1,0.2,0.7,0,0,0,0,0
45,37,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,0,1109,1,3,46.848496270967395,0.2,0.1,0.7,0,0,0,0,0
186,38,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,,73800,12300,12300,49200,Audi,A3,1995,0,2380,2,0,54.77581254499707,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
135,34,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,0,6107,1,4,46.339916919995495,0.2,0.1,0.7,0,1,0,1,0
110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,,2,3,NO,55200,13800,9200,32200,Saab,93,2015,1,7225,1,0,46.64210633048298,0.25,0.16666666666666666,0.5833333333333334,0,1,0,1,0
259,43,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,0,8358,1,4,37.1211283365753,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
114,30,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,Vehicle Theft,,Minor Damage,,WV,Arlington,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,0,2786,2,2,3.988919667590028,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,0,0
404,56,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,1,1744,1,3,39.01084369214493,0.1,0.1,0.8,0,0,0,0,0
282,48,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,Vehicle Theft,,Minor Damage,,WV,Springfield,7,1,,1,2,NO,3520,640,320,2560,Accura,MDX,2013,0,8737,2,0,2.4744123270723204,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,1,1,1,0
57,25,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,0,6936,1,4,63.77617972809826,0.2,0.2,0.6,0,0,0,0,0
215,38,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,0,1798,2,6,50.29486878516906,0.1,0.2,0.7,0,0,0,1,0
140,30,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,,0,0,,60170,5470,10940,43760,Nissan,Pathfinder,2006,0,240,2,1,44.43213705508787,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,1
250,42,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,,1,1,,74800,13600,6800,54400,Ford,Fusion,2009,1,3691,1,5,70.86017430845018,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,1
286,41,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,25800,0,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,,4100,820,410,2870,Chevrolet,Malibu,2009,0,5241,1,3,4.102338332849724,0.2,0.1,0.7,0,0,1,0,1
356,47,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,,61490,5590,11180,44720,Dodge,RAM,2009,0,3471,2,0,53.193421974618715,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,1
65,29,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,0,0,Vehicle Theft,,Trivial Damage,,VA,Hillsdale,14,1,,0,0,,7200,720,1440,5040,Audi,A5,1999,0,8938,1,2,4.169296604918611,0.1,0.2,0.7,0,0,1,1,1
187,34,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,,0,0,,45100,8200,4100,32800,Nissan,Pathfinder,2011,0,4349,2,6,36.59021394322432,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,1
386,53,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,0,2629,1,5,61.79947156167431,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,0
197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,1,6771,1,5,57.66995274687118,0.2,0.1,0.7,0,0,0,0,0
166,37,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,0,7350,1,6,38.39213981850988,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,1,0,0,0
293,49,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,,1,1,,57310,5210,10420,41680,Volkswagen,Passat,2002,0,6976,1,5,46.25280454538118,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,1
179,32,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,,0,1,,53100,5900,5900,41300,Suburu,Impreza,2006,0,6618,1,2,42.59312734623159,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
76,24,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,,74700,14940,7470,52290,Suburu,Forrestor,1997,0,1353,2,2,46.03523821849174,0.2,0.1,0.7,0,0,0,0,1
105,28,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,0,6982,1,5,55.896374588861384,0.2,0.1,0.7,0,1,0,0,0
97,26,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,1,6293,1,1,66.83719648970919,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
148,36,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,0,6946,1,5,49.380419308916785,0.09090909090909091,0.18181818181818182,0.7272727272727273,1,1,0,0,0
77,26,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,,69080,12560,6280,50240,Audi,A5,2009,1,2434,1,2,87.90817235499223,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,0,0,0,1
295,46,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,,Minor Damage,,VA,Arlington,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,0,1868,1,4,3.6023510080262913,0.16666666666666666,0.08333333333333333,0.75,0,0,1,0,0
126,28,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,,67800,11300,11300,45200,Ford,F150,2011,0,8397,1,3,44.93339518854795,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
132,32,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,0,6262,1,2,5.059448520111308,0.2,0.1,0.7,0,0,1,0,0
370,55,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,,Minor Damage,,NC,Northbrook,6,1,,0,2,,9000,900,1800,6300,Mercedes,ML350,2015,0,787,2,1,6.4788752672536045,0.1,0.2,0.7,0,0,1,1,1
257,43,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,0,8318,2,3,87.52205490131713,0.25,0.08333333333333333,0.6666666666666666,0,0,0,0,0
9,24,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,,Trivial Damage,,NC,Arlington,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,1,4634,1,5,4.553608389678487,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,0,0
185,34,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,,51370,9340,4670,37360,BMW,M5,2000,1,1773,2,4,40.85544315072851,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
234,43,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,0,9106,3,6,41.04881308470693,0.2,0.1,0.7,0,0,0,0,0
253,44,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,,Trivial Damage,,SC,Arlington,9,1,NO,0,3,,5400,600,600,4200,Chevrolet,Malibu,1998,0,2834,2,4,7.5050033355570385,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,0,1
233,39,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,,1,0,YES,48870,5430,5430,38010,Saab,95,1999,0,5119,1,3,32.06314214856513,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,0
274,44,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,0,0,Vehicle Theft,,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,,5590,860,860,3870,BMW,X5,2000,0,3101,2,3,4.005503088321702,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,1,0,1
297,48,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,,0,2,,54960,6870,0,48090,Toyota,Corolla,2002,1,207,2,4,44.19143187958317,0.125,0.0,0.875,0,0,0,1,1
273,47,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,,39800,7960,3980,27860,Jeep,Wrangler,2014,0,1215,1,5,33.47238108053556,0.2,0.1,0.7,0,0,0,0,1
147,37,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,,0,1,,56160,6240,6240,43680,Ford,Fusion,2015,1,651,1,5,40.835023885871344,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
285,42,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,,52700,5270,10540,36890,Toyota,Corolla,2005,0,8710,1,4,37.93741406491833,0.1,0.2,0.7,0,0,0,0,1
289,43,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,,68580,7620,7620,53340,Jeep,Wrangler,2010,0,4404,1,6,49.42667079876902,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,1
427,60,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,1,3366,2,4,77.09081036135788,0.14285714285714285,0.21428571428571427,0.6428571428571429,0,0,0,0,0
380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,0,1371,2,1,4.88590972210317,0.1,0.1,0.8,0,0,1,0,0
13,21,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,0,3015,1,0,60.99684510155432,0.09090909090909091,0.09090909090909091,0.8181818181818182,1,0,0,0,0
282,43,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,1,3095,1,3,32.225412629882875,0.1,0.2,0.7,0,1,0,0,0
312,47,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,0,4649,3,6,46.46596318694465,0.125,0.125,0.75,0,1,0,0,0
266,46,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,0,2169,1,2,52.89064578661295,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,0
30,36,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,,57900,5790,5790,46320,Saab,95,2008,0,5038,2,5,38.904492494591,0.1,0.1,0.8,0,0,0,0,1
198,36,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,0,5092,1,0,45.066080500551806,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,0
290,45,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,0,7744,1,5,54.46945760926804,0.1,0.1,0.8,0,0,0,1,0
260,46,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,0,9133,2,4,43.22224245735446,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,0
233,43,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,0,5385,2,1,44.540862311094344,0.2,0.1,0.7,0,0,0,1,0
130,30,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,,48950,8900,4450,35600,Suburu,Legacy,2005,0,890,2,0,41.0172616054969,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
230,42,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,0,3734,2,4,57.52069669927965,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,0
212,40,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,0,4402,2,2,54.05228115057889,0.1,0.1,0.8,0,0,0,0,0
299,44,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,,54240,6780,6780,40680,Suburu,Impreza,2009,0,2270,1,6,32.80671618319503,0.125,0.125,0.75,0,0,0,0,1
91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,,0,2,,74200,7420,7420,59360,Jeep,Wrangler,1996,0,5606,2,0,72.57007609099622,0.1,0.1,0.8,0,0,0,1,1
398,53,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,YES,2,1,,47430,5270,5270,36890,Toyota,Camry,2000,0,8806,1,3,33.96518264431443,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,1
218,43,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,1,6897,1,4,44.822713680128814,0.2,0.1,0.7,0,0,0,1,0
152,33,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,0,4989,2,4,61.78270664333298,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1,0,0,0
212,39,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,0,1795,2,5,47.237822121320754,0.2,0.1,0.7,0,0,0,0,0
242,44,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,1,4207,2,2,47.89210317204647,0.1,0.2,0.7,0,0,0,0,0
80,27,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,,40810,3710,7420,29680,Ford,F150,2000,1,148,2,3,51.31332436408445,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,1
260,43,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,,1,0,,75400,15080,7540,52780,Honda,CRV,2011,0,2080,2,3,76.76487955855103,0.2,0.1,0.7,1,0,0,1,1
133,34,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,,Minor Damage,,WV,Northbend,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,0,7414,1,2,3.9103596599849175,0.1,0.2,0.7,0,0,1,0,0
290,45,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,1,8577,1,5,40.150995195607415,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0,0,0,0
322,49,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,0,4865,1,0,33.07441743923829,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,0
228,39,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,0,852,1,0,42.841094035805334,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
